SEX_A,locality_A,yearbirth_A,monthbirth_A,daybirth_A,Name_A,bident_A,aident_A,ID_A,Name1_A,Name2_A,shortName1_A,join_col_x,SEX_B,locality_B,yearbirth_B,monthbirth_B,daybirth_B,Name_B,namepert_B,yearbirthpert_B,monthbirthpert_B,daybirthpert_B,sexpert_B,aident_B,bident_B,ID_B,Name1pert_B,Name2pert_B,shortName1pert_B,join_col_y,_merge,Score2,Match_Status,Predicted_Match,score_with_SLD
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1951.0,2.0,11.0,JONATHAN,JOWTHAN,1951.0,2.0,11.0,1.0,A158,E113,551166.0,JOWTHAN,,JOW,0.0,both,0,0,0,0.7142857142857145
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1952.0,8.0,4.0,ANGELA,ANGELA,1952.0,8.0,4.0,2.0,A501,E567,3284759.0,ANGELA,,ANG,0.0,both,1,0,0,1.7142857142857144
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1952.0,9.0,11.0,ANTONY,ANTHONY,1952.0,9.0,11.0,1.0,A160,E572,3308015.0,ANTHONY,,ANT,0.0,both,0,0,0,0.0
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1952.0,3.0,27.0,JOHN PRATT,JOHN PRATT,1952.0,3.0,27.0,1.0,A159,E104,501843.0,JOHN,PRATT,JOH,0.0,both,0,0,0,0.7142857142857145
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1956.0,4.0,6.0,MARY,MARY,1956.0,4.0,6.0,2.0,A502,E562,3255481.0,MARY,,MAR,0.0,both,1,0,0,1.7142857142857144
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1958.0,7.0,18.0,CATHERINE,CATHERINE,1958.0,7.0,18.0,2.0,A503,E565,3271692.0,CATHERINE,,CAT,0.0,both,4,0,0,4.555555555555555
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1958.0,11.0,9.0,GEORGIA,GEORGIA,1958.0,11.0,9.0,2.0,A504,E116,561158.0,GEORGIA,,GEO,0.0,both,13,1,1,13.0
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1959.0,5.0,5.0,RICHARD,RICHARD,1959.0,5.0,5.0,1.0,A161,E129,621508.0,RICHARD,,RIC,0.0,both,0,0,0,0.0
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,ELIZABETH,1960.0,9.0,26.0,2.0,A505,E142,676435.0,ELIZABETH,,ELI,0.0,both,1,0,0,1.0
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1962.0,4.0,24.0,DANIELLE WHI,DANIELLE WHI,1962.0,4.0,24.0,2.0,A507,E112,549771.0,DANIELLE,WHI,DAN,0.0,both,1,0,0,1.0
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1962.0,1.0,22.0,GRAHAM,GRAHAM,1962.0,1.0,22.0,1.0,A163,E132,636193.0,GRAHAM,,GRA,0.0,both,0,0,0,1.4285714285714284
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1962.0,9.0,4.0,JOHN,JOHN,1962.0,9.0,4.0,1.0,A165,E126,614400.0,JOHN,,JOH,0.0,both,0,0,0,0.7142857142857145
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1962.0,1.0,18.0,PETER,PETER,1962.0,1.0,18.0,1.0,A162,E571,3305263.0,PETER,,PET,0.0,both,0,0,0,0.7142857142857145
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1962.0,3.0,20.0,PILVANDER,PILWIDER,1962.0,3.0,20.0,1.0,A164,E107,511303.0,PILWIDER,,PIL,0.0,both,0,0,0,0.0
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1962.0,1.0,20.0,SYLVIA,SYLVIA,1962.0,1.0,20.0,2.0,A506,E561,3248820.0,SYLVIA,,SYL,0.0,both,1,0,0,2.4285714285714284
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1964.0,2.0,28.0,JOHN,JOHN,1964.0,2.0,28.0,1.0,A166,E117,566607.0,JOHN,,JOH,0.0,both,0,0,0,0.7142857142857145
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1965.0,5.0,4.0,IAN,TAN,1965.0,5.0,4.0,1.0,A167,E557,3231089.0,TAN,,TAN,0.0,both,0,0,0,0.0
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1967.0,9.0,3.0,GEOFFREY,GEOFFREY,1967.0,9.0,3.0,1.0,A168,E148,718617.0,GEOFFREY,,GEO,0.0,both,0,0,0,1.875
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1967.0,3.0,26.0,STEVIELEIGH,STEVIELEIGH,1967.0,3.0,26.0,2.0,A508,E106,506478.0,STEVIELEIGH,,STE,0.0,both,1,0,0,1.9090909090909087
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1969.0,2.0,14.0,GILLIAN,GILLIAN MAY,1969.0,2.0,14.0,2.0,A509,E139,672191.0,GILLIAN,MAY,GIL,0.0,both,1,0,0,2.4285714285714284
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1970.0,4.0,22.0,ANDREW,ANDREW,1970.0,4.0,22.0,1.0,A170,E566,3275755.0,ANDREW,,AND,0.0,both,0,0,0,0.7142857142857145
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1970.0,4.0,10.0,ANN,ANN,1970.0,4.0,10.0,2.0,A510,E569,3297338.0,ANN,,ANN,0.0,both,1,0,0,1.0
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1970.0,1.0,8.0,MARTIN,MARTIN,1970.0,1.0,8.0,1.0,A169,E137,668831.0,MARTIN,,MAR,0.0,both,0,0,0,1.4285714285714284
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1971.0,9.0,16.0,BRENDA,BRENDA,1971.0,9.0,16.0,2.0,A511,E143,676436.0,BRENDA,,BRE,0.0,both,1,0,0,1.7142857142857144
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1972.0,9.0,24.0,ETHNA,ETHNA,1972.0,9.0,24.0,2.0,A513,E570,3303120.0,ETHNA,,ETH,0.0,both,1,0,0,2.4285714285714284
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1972.0,9.0,7.0,GRAHAM,GRAM,1972.0,9.0,7.0,1.0,A171,E125,607681.0,GRAM,,GRA,0.0,both,0,0,0,1.4285714285714284
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1972.0,9.0,5.0,STEPHANIE,STEPHANIE,1972.0,9.0,5.0,2.0,A512,E556,3220785.0,STEPHANIE,,STE,0.0,both,1,0,0,2.111111111111111
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1973.0,7.0,21.0,ANTHONY,ANTHONY,1973.0,7.0,21.0,1.0,A172,E105,504628.0,ANTHONY,,ANT,0.0,both,0,0,0,0.0
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1973.0,9.0,22.0,GEOFF,GEOFF,1973.0,9.0,22.0,1.0,A173,E103,501271.0,GEOFF,,GEO,0.0,both,0,0,0,2.1428571428571432
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1975.0,5.0,25.0,IAN,IAN,1975.0,5.0,25.0,1.0,A175,E147,713720.0,IAN,,IAN,0.0,both,0,0,0,0.7142857142857145
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1975.0,3.0,24.0,PAUL,PAUL,1975.0,3.0,24.0,1.0,A174,E121,591898.0,PAUL,,PAU,0.0,both,0,0,0,0.0
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,2.0,5000.0,1976.0,1.0,21.0,JOANNE,JOANNE,1976.0,1.0,21.0,2.0,A514,E109,523424.0,JOANNE,,JOA,0.0,both,1,0,0,1.7142857142857144
2.0,5000.0,1958.0,11.0,9.0,GEORGIA,E116,A504,561158,GEORGIA,,GEO,0,1.0,5000.0,1978.0,3.0,20.0,MARK,MARK,1978.0,3.0,20.0,1.0,A176,E118,578691.0,MARK,,MAR,0.0,both,0,0,0,0.7142857142857145
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1910.0,4.0,,LOUISA,LOUISA,1910.0,4.0,,2.0,A492,E130,628624.0,LOUISA,,LOU,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1912.0,11.0,16.0,PHILIP,PHILIP,1912.0,11.0,16.0,1.0,A152,E131,630146.0,PHILIP,,PHI,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1916.0,1.0,,NICK,NICX,1916.0,1.0,,1.0,A153,E136,661753.0,NICX,,NIC,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1921.0,12.0,15.0,MICHAEL,MTCHAB,1921.0,12.0,15.0,1.0,A154,E122,599493.0,MTCHAB,,MTC,0.0,both,0,0,0,1.1111111111111112
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1923.0,11.0,23.0,CAIYUE WU,CAIYUE WU,1923.0,11.0,23.0,2.0,A493,E120,588278.0,CAIYUE,WU,CAI,0.0,both,1,0,0,2.111111111111111
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1927.0,8.0,5.0,SANDRA,SANDRA,1927.0,8.0,5.0,2.0,A494,E108,518674.0,SANDRA,,SAN,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1937.0,2.0,12.0,LIZ,LIZ,1937.0,2.0,12.0,2.0,A495,E114,557726.0,LIZ,,LIZ,0.0,both,1,0,0,2.666666666666667
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1937.0,2.0,13.0,PATRICIA,PAT,1937.0,2.0,13.0,2.0,A496,E149,727944.0,PAT,,PAT,0.0,both,1,0,0,2.111111111111111
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1937.0,6.0,,PHILIP,PHILIP,1937.0,6.0,,1.0,A155,E563,3262699.0,PHILIP,,PHI,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1937.0,11.0,10.0,THANUJA,THANUJA,1937.0,11.0,10.0,2.0,A497,E124,606851.0,THANUJA,,THA,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1941.0,8.0,,JILL,JILL,1941.0,8.0,,2.0,A498,E564,3269435.0,JILL,,JIL,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1943.0,7.0,23.0,JAMES,JAMES,1943.0,7.0,23.0,1.0,A156,E119,587758.0,JAMES,,JAM,0.0,both,0,0,0,1.1111111111111112
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1946.0,6.0,3.0,LOUISE,LOUISE,1946.0,6.0,3.0,2.0,A499,E141,675638.0,LOUISE,,LOU,0.0,both,1,0,0,2.111111111111111
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1949.0,3.0,8.0,MR HRISTO,MR HRISTO,1949.0,5.0,8.0,1.0,A157,E110,524123.0,HRISTO,,HRI,0.0,both,0,0,0,1.1111111111111112
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1951.0,8.0,9.0,AUDREY,AUDREY,1951.0,8.0,9.0,2.0,A500,E123,603839.0,AUDREY,,AUD,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1951.0,2.0,11.0,JONATHAN,JOWTHAN,1951.0,2.0,11.0,1.0,A158,E113,551166.0,JOWTHAN,,JOW,0.0,both,0,0,0,0.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1952.0,8.0,4.0,ANGELA,ANGELA,1952.0,8.0,4.0,2.0,A501,E567,3284759.0,ANGELA,,ANG,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1952.0,9.0,11.0,ANTONY,ANTHONY,1952.0,9.0,11.0,1.0,A160,E572,3308015.0,ANTHONY,,ANT,0.0,both,2,0,0,2.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1952.0,3.0,27.0,JOHN PRATT,JOHN PRATT,1952.0,3.0,27.0,1.0,A159,E104,501843.0,JOHN,PRATT,JOH,0.0,both,0,0,0,0.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1956.0,4.0,6.0,MARY,MARY,1956.0,4.0,6.0,2.0,A502,E562,3255481.0,MARY,,MAR,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1958.0,7.0,18.0,CATHERINE,CATHERINE,1958.0,7.0,18.0,2.0,A503,E565,3271692.0,CATHERINE,,CAT,0.0,both,1,0,0,1.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1958.0,11.0,9.0,GEORGIA,GEORGIA,1958.0,11.0,9.0,2.0,A504,E116,561158.0,GEORGIA,,GEO,0.0,both,1,0,0,1.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1959.0,5.0,5.0,RICHARD,RICHARD,1959.0,5.0,5.0,1.0,A161,E129,621508.0,RICHARD,,RIC,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,ELIZABETH,1960.0,9.0,26.0,2.0,A505,E142,676435.0,ELIZABETH,,ELI,0.0,both,13,1,1,13.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1962.0,4.0,24.0,DANIELLE WHI,DANIELLE WHI,1962.0,4.0,24.0,2.0,A507,E112,549771.0,DANIELLE,WHI,DAN,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1962.0,1.0,22.0,GRAHAM,GRAHAM,1962.0,1.0,22.0,1.0,A163,E132,636193.0,GRAHAM,,GRA,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1962.0,9.0,4.0,JOHN,JOHN,1962.0,9.0,4.0,1.0,A165,E126,614400.0,JOHN,,JOH,0.0,both,2,0,0,2.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1962.0,1.0,18.0,PETER,PETER,1962.0,1.0,18.0,1.0,A162,E571,3305263.0,PETER,,PET,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1962.0,3.0,20.0,PILVANDER,PILWIDER,1962.0,3.0,20.0,1.0,A164,E107,511303.0,PILWIDER,,PIL,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1962.0,1.0,20.0,SYLVIA,SYLVIA,1962.0,1.0,20.0,2.0,A506,E561,3248820.0,SYLVIA,,SYL,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1964.0,2.0,28.0,JOHN,JOHN,1964.0,2.0,28.0,1.0,A166,E117,566607.0,JOHN,,JOH,0.0,both,0,0,0,0.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1965.0,5.0,4.0,IAN,TAN,1965.0,5.0,4.0,1.0,A167,E557,3231089.0,TAN,,TAN,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1967.0,9.0,3.0,GEOFFREY,GEOFFREY,1967.0,9.0,3.0,1.0,A168,E148,718617.0,GEOFFREY,,GEO,0.0,both,2,0,0,2.555555555555556
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1967.0,3.0,26.0,STEVIELEIGH,STEVIELEIGH,1967.0,3.0,26.0,2.0,A508,E106,506478.0,STEVIELEIGH,,STE,0.0,both,3,0,0,4.363636363636363
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1969.0,2.0,14.0,GILLIAN,GILLIAN MAY,1969.0,2.0,14.0,2.0,A509,E139,672191.0,GILLIAN,MAY,GIL,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1970.0,4.0,22.0,ANDREW,ANDREW,1970.0,4.0,22.0,1.0,A170,E566,3275755.0,ANDREW,,AND,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1970.0,4.0,10.0,ANN,ANN,1970.0,4.0,10.0,2.0,A510,E569,3297338.0,ANN,,ANN,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1970.0,1.0,8.0,MARTIN,MARTIN,1970.0,1.0,8.0,1.0,A169,E137,668831.0,MARTIN,,MAR,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1971.0,9.0,16.0,BRENDA,BRENDA,1971.0,9.0,16.0,2.0,A511,E143,676436.0,BRENDA,,BRE,0.0,both,3,0,0,3.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1972.0,9.0,24.0,ETHNA,ETHNA,1972.0,9.0,24.0,2.0,A513,E570,3303120.0,ETHNA,,ETH,0.0,both,3,0,0,4.111111111111111
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1972.0,9.0,7.0,GRAHAM,GRAM,1972.0,9.0,7.0,1.0,A171,E125,607681.0,GRAM,,GRA,0.0,both,2,0,0,2.555555555555556
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1972.0,9.0,5.0,STEPHANIE,STEPHANIE,1972.0,9.0,5.0,2.0,A512,E556,3220785.0,STEPHANIE,,STE,0.0,both,3,0,0,3.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1973.0,7.0,21.0,ANTHONY,ANTHONY,1973.0,7.0,21.0,1.0,A172,E105,504628.0,ANTHONY,,ANT,0.0,both,0,0,0,0.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1973.0,9.0,22.0,GEOFF,GEOFF,1973.0,9.0,22.0,1.0,A173,E103,501271.0,GEOFF,,GEO,0.0,both,2,0,0,2.0
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1975.0,5.0,25.0,IAN,IAN,1975.0,5.0,25.0,1.0,A175,E147,713720.0,IAN,,IAN,0.0,both,0,0,0,1.1111111111111112
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1975.0,3.0,24.0,PAUL,PAUL,1975.0,3.0,24.0,1.0,A174,E121,591898.0,PAUL,,PAU,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,2.0,5000.0,1976.0,1.0,21.0,JOANNE,JOANNE,1976.0,1.0,21.0,2.0,A514,E109,523424.0,JOANNE,,JOA,0.0,both,1,0,0,1.5555555555555558
2.0,5000.0,1960.0,9.0,26.0,ELIZABETH,E142,A505,676435,ELIZABETH,,ELI,0,1.0,5000.0,1978.0,3.0,20.0,MARK,MARK,1978.0,3.0,20.0,1.0,A176,E118,578691.0,MARK,,MAR,0.0,both,0,0,0,0.5555555555555558
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,2.0,5000.0,1910.0,4.0,,LOUISA,LOUISA,1910.0,4.0,,2.0,A492,E130,628624.0,LOUISA,,LOU,0.0,both,1,0,0,1.833333333333333
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,1.0,5000.0,1912.0,11.0,16.0,PHILIP,PHILIP,1912.0,11.0,16.0,1.0,A152,E131,630146.0,PHILIP,,PHI,0.0,both,0,0,0,0.8333333333333331
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,1.0,5000.0,1916.0,1.0,,NICK,NICX,1916.0,1.0,,1.0,A153,E136,661753.0,NICX,,NIC,0.0,both,2,0,0,2.0
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,1.0,5000.0,1921.0,12.0,15.0,MICHAEL,MTCHAB,1921.0,12.0,15.0,1.0,A154,E122,599493.0,MTCHAB,,MTC,0.0,both,0,0,0,0.0
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,2.0,5000.0,1923.0,11.0,23.0,CAIYUE WU,CAIYUE WU,1923.0,11.0,23.0,2.0,A493,E120,588278.0,CAIYUE,WU,CAI,0.0,both,1,0,0,1.0
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,2.0,5000.0,1927.0,8.0,5.0,SANDRA,SANDRA,1927.0,8.0,5.0,2.0,A494,E108,518674.0,SANDRA,,SAN,0.0,both,1,0,0,2.666666666666667
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,2.0,5000.0,1937.0,2.0,12.0,LIZ,LIZ,1937.0,2.0,12.0,2.0,A495,E114,557726.0,LIZ,,LIZ,0.0,both,1,0,0,2.666666666666667
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,2.0,5000.0,1937.0,2.0,13.0,PATRICIA,PAT,1937.0,2.0,13.0,2.0,A496,E149,727944.0,PAT,,PAT,0.0,both,1,0,0,1.0
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,1.0,5000.0,1937.0,6.0,,PHILIP,PHILIP,1937.0,6.0,,1.0,A155,E563,3262699.0,PHILIP,,PHI,0.0,both,0,0,0,0.8333333333333331
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,2.0,5000.0,1937.0,11.0,10.0,THANUJA,THANUJA,1937.0,11.0,10.0,2.0,A497,E124,606851.0,THANUJA,,THA,0.0,both,1,0,0,1.7142857142857144
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,2.0,5000.0,1941.0,8.0,,JILL,JILL,1941.0,8.0,,2.0,A498,E564,3269435.0,JILL,,JIL,0.0,both,1,0,0,1.833333333333333
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,1.0,5000.0,1943.0,7.0,23.0,JAMES,JAMES,1943.0,7.0,23.0,1.0,A156,E119,587758.0,JAMES,,JAM,0.0,both,0,0,0,0.0
2.0,5000.0,1962.0,1.0,20.0,SYLVIA,E561,A506,3248820,SYLVIA,,SYL,0,2.0,5000.0,1946.0,6.0,3.0,LOUISE,LOUISE,1946.0,6.0,3.0,2.0,A499,E141,675638.0,LOUISE,,LOU,0.0,both,1,0,0,1.0
