id_a,firstname_a,middlename_a,surname_a,sex_a,postcode_a,dob_a,first1_a,first2_a,middle1_a,middle2_a,sur1_a,sur2_a,title_a,shortfirst1_a,initfirst1_a,shortfirst2_a,initfirst2_a,shortmiddle1_a,initmiddle1_a,shortmiddle2_a,initmiddle2_a,shortsur1_a,initsur1_a,shortsur2_a,initsur2_a,initials_a,daybirth_a,monthbirth_a,yearbirth_a,pcarea_a,pcdistrict_a,age_a,id_b,firstname_b,middlename_b,surname_b,sex_b,postcode_b,dob_b,first1_b,first2_b,middle1_b,middle2_b,sur1_b,sur2_b,title_b,shortfirst1_b,initfirst1_b,shortfirst2_b,initfirst2_b,shortmiddle1_b,initmiddle1_b,shortmiddle2_b,initmiddle2_b,shortsur1_b,initsur1_b,shortsur2_b,initsur2_b,initials_b,daybirth_b,monthbirth_b,yearbirth_b,pcarea_b,pcdistrict_b,age_b,Match_Status,matched_on
YO112SD_76,HARRISON,MUHAMMAD,MURRAY,1,YO112SD,1992-03-04,HARRISON,,MUHAMMAD,,MURRAY,,,HAR,H,,,MUH,M,,,MUR,M,,,HMM,4,3,1992,YO,YO11,34,YO112SD_76,HARRISON,MUHAMMAD,MURRAY,1,YO112SD,1992-03-04,HARRISON,,MUHAMMAD,,MURRAY,,,HAR,H,,,MUH,M,,,MUR,M,,,HMM,4,3,1992,YO,YO11,34,1,EXACT
YO112SD_78,,DYLAN,EVANS,1,YO112SD,1987-02-08,,,DYLAN,,EVANS,,,,,,,DYL,D,,,EVA,E,,,DE,8,2,1987,YO,YO11,39,YO112SD_78,,DYLAN,EVANS,1,YO112SD,1987-02-08,,,DYLAN,,EVANS,,,,,,,DYL,D,,,EVA,E,,,DE,8,2,1987,YO,YO11,39,1,EXACT
YO112SD_79,RILEY,,BOOTH,1,YO112SD,1986-02-08,RILEY,,,,BOOTH,,,RIL,R,,,,,,,BOO,B,,,RB,8,2,1986,YO,YO11,40,YO112SD_79,RILEY,,BOOTH,1,YO112SD,1986-02-08,RILEY,,,,BOOTH,,,RIL,R,,,,,,,BOO,B,,,RB,8,2,1986,YO,YO11,40,1,EXACT
YO112SD_8,CHARLIE,,HOPKINS,1,YO112SD,1990-02-02,CHARLIE,,,,HOPKINS,,,CHA,C,,,,,,,HOP,H,,,CH,2,2,1990,YO,YO11,36,YO112SD_8,CHARLIE,,HOPKINS,1,YO112SD,1990-02-02,CHARLIE,,,,HOPKINS,,,CHA,C,,,,,,,HOP,H,,,CH,2,2,1990,YO,YO11,36,1,EXACT
YO112SD_84,HOPE,LENA,WALLACE,2,YO112SD,1993-01-07,HOPE,,LENA,,WALLACE,,,HOP,H,,,LEN,L,,,WAL,W,,,HLW,7,1,1993,YO,YO11,33,YO112SD_84,HOPE,LENA,WALLACE,2,YO112SD,1993-01-07,HOPE,,LENA,,WALLACE,,,HOP,H,,,LEN,L,,,WAL,W,,,HLW,7,1,1993,YO,YO11,33,1,EXACT
YO112SD_86,LUCIE,,,2,YO112SD,1987-03-05,LUCIE,,,,,,,LUC,L,,,,,,,,,,,L,5,3,1987,YO,YO11,39,YO112SD_86,LUCIE,,,2,YO112SD,1987-03-05,LUCIE,,,,,,,LUC,L,,,,,,,,,,,L,5,3,1987,YO,YO11,39,1,EXACT
YO112SD_88,THEA,,ROBINSON,2,YO112SD,1986-03-07,THEA,,,,ROBINSON,,,THE,T,,,,,,,ROB,R,,,TR,7,3,1986,YO,YO11,40,YO112SD_88,THEA,,ROBINSON,2,YO112SD,1986-03-07,THEA,,,,ROBINSON,,,THE,T,,,,,,,ROB,R,,,TR,7,3,1986,YO,YO11,40,1,EXACT
YO112SD_91,,MUHAMMAD,,1,YO112SD,1985-01-03,,,MUHAMMAD,,,,,,,,,MUH,M,,,,,,,M,3,1,1985,YO,YO11,41,YO112SD_91,,MUHAMMAD,,1,YO112SD,1985-01-03,,,MUHAMMAD,,,,,,,,,MUH,M,,,,,,,M,3,1,1985,YO,YO11,41,1,EXACT
YO112SD_99,,RILEY,ROBINSON,1,YO112SD,1989-01-04,,,RILEY,,ROBINSON,,,,,,,RIL,R,,,ROB,R,,,RR,4,1,1989,YO,YO11,37,YO112SD_99,,RILEY,ROBINSON,1,YO112SD,1989-01-04,,,RILEY,,ROBINSON,,,,,,,RIL,R,,,ROB,R,,,RR,4,1,1989,YO,YO11,37,1,EXACT
YO212DB_102,,,HARRISON,1,YO212DB,1989-03-03,,,,,HARRISON,,,,,,,,,,,HAR,H,,,H,3,3,1989,YO,YO21,37,YO212DB_102,,,HARRISON,1,YO212DB,1989-03-03,,,,,HARRISON,,,,,,,,,,,HAR,H,,,H,3,3,1989,YO,YO21,37,1,EXACT
YO212DB_103,ESME,HOLLIE,CHAPMAN,2,YO212DB,1986-02-04,ESME,,HOLLIE,,CHAPMAN,,,ESM,E,,,HOL,H,,,CHA,C,,,EHC,4,2,1986,YO,YO21,40,YO212DB_103,ESME,HOLLIE,CHAPMAN,2,YO212DB,1986-02-04,ESME,,HOLLIE,,CHAPMAN,,,ESM,E,,,HOL,H,,,CHA,C,,,EHC,4,2,1986,YO,YO21,40,1,EXACT
YO212DB_106,DAISY,MADDISON,ROBINSON,2,YO212DB,1987-02-01,DAISY,,MADDISON,,ROBINSON,,,DAI,D,,,MAD,M,,,ROB,R,,,DMR,1,2,1987,YO,YO21,39,YO212DB_106,DAISY,MADDISON,ROBINSON,2,YO212DB,1987-02-01,DAISY,,MADDISON,,ROBINSON,,,DAI,D,,,MAD,M,,,ROB,R,,,DMR,1,2,1987,YO,YO21,39,1,EXACT
YO212DB_108,ESME,THEA,,2,YO212DB,1985-03-04,ESME,,THEA,,,,,ESM,E,,,THE,T,,,,,,,ET,4,3,1985,YO,YO21,41,YO212DB_108,ESME,THEA,,2,YO212DB,1985-03-04,ESME,,THEA,,,,,ESM,E,,,THE,T,,,,,,,ET,4,3,1985,YO,YO21,41,1,EXACT
YO212DB_110,RILEY,MUHAMMAD,,1,YO212DB,1983-02-06,RILEY,,MUHAMMAD,,,,,RIL,R,,,MUH,M,,,,,,,RM,6,2,1983,YO,YO21,43,YO212DB_110,RILEY,MUHAMMAD,,1,YO212DB,1983-02-06,RILEY,,MUHAMMAD,,,,,RIL,R,,,MUH,M,,,,,,,RM,6,2,1983,YO,YO21,43,1,EXACT
YO212DB_113,THEA,,HARRISON,2,YO212DB,1985-01-07,THEA,,,,HARRISON,,,THE,T,,,,,,,HAR,H,,,TH,7,1,1985,YO,YO21,41,YO212DB_113,THEA,,HARRISON,2,YO212DB,1985-01-07,THEA,,,,HARRISON,,,THE,T,,,,,,,HAR,H,,,TH,7,1,1985,YO,YO21,41,1,EXACT
YO212DB_116,MUHAMMAD,,EVANS,1,YO212DB,1991-03-04,MUHAMMAD,,,,EVANS,,,MUH,M,,,,,,,EVA,E,,,ME,4,3,1991,YO,YO21,35,YO212DB_116,MUHAMMAD,,EVANS,1,YO212DB,1991-03-04,MUHAMMAD,,,,EVANS,,,MUH,M,,,,,,,EVA,E,,,ME,4,3,1991,YO,YO21,35,1,EXACT
YO212DB_117,MUHAMMAD,HARRISON,CHAPMAN,1,YO212DB,1987-01-01,MUHAMMAD,,HARRISON,,CHAPMAN,,,MUH,M,,,HAR,H,,,CHA,C,,,MHC,1,1,1987,YO,YO21,39,YO212DB_117,MUHAMMAD,HARRISON,CHAPMAN,1,YO212DB,1987-01-01,MUHAMMAD,,HARRISON,,CHAPMAN,,,MUH,M,,,HAR,H,,,CHA,C,,,MHC,1,1,1987,YO,YO21,39,1,EXACT
YO212DB_121,DAISY,THEA,COLLINS,2,YO212DB,1992-01-05,DAISY,,THEA,,COLLINS,,,DAI,D,,,THE,T,,,COL,C,,,DTC,5,1,1992,YO,YO21,34,YO212DB_121,DAISY,THEA,COLLINS,2,YO212DB,1992-01-05,DAISY,,THEA,,COLLINS,,,DAI,D,,,THE,T,,,COL,C,,,DTC,5,1,1992,YO,YO21,34,1,EXACT
YO212DB_122,DAISY,LYLA,COLLINS,2,YO212DB,1984-02-05,DAISY,,LYLA,,COLLINS,,,DAI,D,,,LYL,L,,,COL,C,,,DLC,5,2,1984,YO,YO21,42,YO212DB_122,DAISY,LYLA,COLLINS,2,YO212DB,1984-02-05,DAISY,,LYLA,,COLLINS,,,DAI,D,,,LYL,L,,,COL,C,,,DLC,5,2,1984,YO,YO21,42,1,EXACT
YO212DB_125,DAISY,LYLA,EVANS,2,YO212DB,1988-03-02,DAISY,,LYLA,,EVANS,,,DAI,D,,,LYL,L,,,EVA,E,,,DLE,2,3,1988,YO,YO21,38,YO212DB_125,DAISY,LYLA,EVANS,2,YO212DB,1988-03-02,DAISY,,LYLA,,EVANS,,,DAI,D,,,LYL,L,,,EVA,E,,,DLE,2,3,1988,YO,YO21,38,1,EXACT
YO212DB_128,GEORGE,,COLLINS,1,YO212DB,1985-03-03,GEORGE,,,,COLLINS,,,GEO,G,,,,,,,COL,C,,,GC,3,3,1985,YO,YO21,41,YO212DB_128,GEORGE,,COLLINS,1,YO212DB,1985-03-03,GEORGE,,,,COLLINS,,,GEO,G,,,,,,,COL,C,,,GC,3,3,1985,YO,YO21,41,1,EXACT
YO212DB_22,CALLUM,HARRISON,JAMES,1,YO212DB,1991-03-03,CALLUM,,HARRISON,,JAMES,,,CAL,C,,,HAR,H,,,JAM,J,,,CHJ,3,3,1991,YO,YO21,35,YO212DB_22,CALLUM,HARRISON,JAMES,1,YO212DB,1991-03-03,CALLUM,,HARRISON,,JAMES,,,CAL,C,,,HAR,H,,,JAM,J,,,CHJ,3,3,1991,YO,YO21,35,1,EXACT
YO212DB_24,THEO,MUHAMMAD,ROBINSON,1,YO212DB,1985-03-03,THEO,,MUHAMMAD,,ROBINSON,,,THE,T,,,MUH,M,,,ROB,R,,,TMR,3,3,1985,YO,YO21,41,YO212DB_24,THEO,MUHAMMAD,ROBINSON,1,YO212DB,1985-03-03,THEO,,MUHAMMAD,,ROBINSON,,,THE,T,,,MUH,M,,,ROB,R,,,TMR,3,3,1985,YO,YO21,41,1,EXACT
YO212DB_26,,LENA,JAMES,2,YO212DB,1991-03-06,,,LENA,,JAMES,,,,,,,LEN,L,,,JAM,J,,,LJ,6,3,1991,YO,YO21,35,YO212DB_26,,LENA,JAMES,2,YO212DB,1991-03-06,,,LENA,,JAMES,,,,,,,LEN,L,,,JAM,J,,,LJ,6,3,1991,YO,YO21,35,1,EXACT
YO212DB_29,DAISY,,HOPKINS,2,YO212DB,1983-01-06,DAISY,,,,HOPKINS,,,DAI,D,,,,,,,HOP,H,,,DH,6,1,1983,YO,YO21,43,YO212DB_29,DAISY,,HOPKINS,2,YO212DB,1983-01-06,DAISY,,,,HOPKINS,,,DAI,D,,,,,,,HOP,H,,,DH,6,1,1983,YO,YO21,43,1,EXACT
YO212DB_3,FLORENCE,DAISY,MURRAY,2,YO212DB,1986-02-07,FLORENCE,,DAISY,,MURRAY,,,FLO,F,,,DAI,D,,,MUR,M,,,FDM,7,2,1986,YO,YO21,40,YO212DB_3,FLORENCE,DAISY,MURRAY,2,YO212DB,1986-02-07,FLORENCE,,DAISY,,MURRAY,,,FLO,F,,,DAI,D,,,MUR,M,,,FDM,7,2,1986,YO,YO21,40,1,EXACT
YO212DB_32,HOPE,HOLLIE,ROBINSON,2,YO212DB,1992-03-02,HOPE,,HOLLIE,,ROBINSON,,,HOP,H,,,HOL,H,,,ROB,R,,,HHR,2,3,1992,YO,YO21,34,YO212DB_32,HOPE,HOLLIE,ROBINSON,2,YO212DB,1992-03-02,HOPE,,HOLLIE,,ROBINSON,,,HOP,H,,,HOL,H,,,ROB,R,,,HHR,2,3,1992,YO,YO21,34,1,EXACT
YO212DB_34,MUHAMMAD,CALLUM,MURRAY,1,YO212DB,1988-01-04,MUHAMMAD,,CALLUM,,MURRAY,,,MUH,M,,,CAL,C,,,MUR,M,,,MCM,4,1,1988,YO,YO21,38,YO212DB_34,MUHAMMAD,CALLUM,MURRAY,1,YO212DB,1988-01-04,MUHAMMAD,,CALLUM,,MURRAY,,,MUH,M,,,CAL,C,,,MUR,M,,,MCM,4,1,1988,YO,YO21,38,1,EXACT
YO212DB_36,ESME,,CHAPMAN,2,YO212DB,1983-03-03,ESME,,,,CHAPMAN,,,ESM,E,,,,,,,CHA,C,,,EC,3,3,1983,YO,YO21,43,YO212DB_36,ESME,,CHAPMAN,2,YO212DB,1983-03-03,ESME,,,,CHAPMAN,,,ESM,E,,,,,,,CHA,C,,,EC,3,3,1983,YO,YO21,43,1,EXACT
YO212DB_38,MADDISON,,COLLINS,2,YO212DB,1988-03-04,MADDISON,,,,COLLINS,,,MAD,M,,,,,,,COL,C,,,MC,4,3,1988,YO,YO21,38,YO212DB_38,MADDISON,,COLLINS,2,YO212DB,1988-03-04,MADDISON,,,,COLLINS,,,MAD,M,,,,,,,COL,C,,,MC,4,3,1988,YO,YO21,38,1,EXACT
YO212DB_4,LUCAS,HARRISON,BOOTH,1,YO212DB,1992-01-06,LUCAS,,HARRISON,,BOOTH,,,LUC,L,,,HAR,H,,,BOO,B,,,LHB,6,1,1992,YO,YO21,34,YO212DB_4,LUCAS,HARRISON,BOOTH,1,YO212DB,1992-01-06,LUCAS,,HARRISON,,BOOTH,,,LUC,L,,,HAR,H,,,BOO,B,,,LHB,6,1,1992,YO,YO21,34,1,EXACT
YO212DB_41,FLORENCE,LENA,EVANS,2,YO212DB,1989-01-05,FLORENCE,,LENA,,EVANS,,,FLO,F,,,LEN,L,,,EVA,E,,,FLE,5,1,1989,YO,YO21,37,YO212DB_41,FLORENCE,LENA,EVANS,2,YO212DB,1989-01-05,FLORENCE,,LENA,,EVANS,,,FLO,F,,,LEN,L,,,EVA,E,,,FLE,5,1,1989,YO,YO21,37,1,EXACT
YO212DB_43,,,ROBINSON,2,YO212DB,1989-02-06,,,,,ROBINSON,,,,,,,,,,,ROB,R,,,R,6,2,1989,YO,YO21,37,YO212DB_43,,,ROBINSON,2,YO212DB,1989-02-06,,,,,ROBINSON,,,,,,,,,,,ROB,R,,,R,6,2,1989,YO,YO21,37,1,EXACT
YO212DB_45,DAISY,,BOOTH,2,YO212DB,1992-01-05,DAISY,,,,BOOTH,,,DAI,D,,,,,,,BOO,B,,,DB,5,1,1992,YO,YO21,34,YO212DB_45,DAISY,,BOOTH,2,YO212DB,1992-01-05,DAISY,,,,BOOTH,,,DAI,D,,,,,,,BOO,B,,,DB,5,1,1992,YO,YO21,34,1,EXACT
YO212DB_51,,HOLLIE,ROBINSON,2,YO212DB,1985-01-03,,,HOLLIE,,ROBINSON,,,,,,,HOL,H,,,ROB,R,,,HR,3,1,1985,YO,YO21,41,YO212DB_51,,HOLLIE,ROBINSON,2,YO212DB,1985-01-03,,,HOLLIE,,ROBINSON,,,,,,,HOL,H,,,ROB,R,,,HR,3,1,1985,YO,YO21,41,1,EXACT
YO212DB_57,THEO,CHARLIE,MURRAY,1,YO212DB,1986-02-08,THEO,,CHARLIE,,MURRAY,,,THE,T,,,CHA,C,,,MUR,M,,,TCM,8,2,1986,YO,YO21,40,YO212DB_57,THEO,CHARLIE,MURRAY,1,YO212DB,1986-02-08,THEO,,CHARLIE,,MURRAY,,,THE,T,,,CHA,C,,,MUR,M,,,TCM,8,2,1986,YO,YO21,40,1,EXACT
YO212DB_60,THEA,,MURRAY,2,YO212DB,1990-03-01,THEA,,,,MURRAY,,,THE,T,,,,,,,MUR,M,,,TM,1,3,1990,YO,YO21,36,YO212DB_60,THEA,,MURRAY,2,YO212DB,1990-03-01,THEA,,,,MURRAY,,,THE,T,,,,,,,MUR,M,,,TM,1,3,1990,YO,YO21,36,1,EXACT
YO212DB_64,FLORENCE,DAISY,EVANS,2,YO212DB,1984-02-05,FLORENCE,,DAISY,,EVANS,,,FLO,F,,,DAI,D,,,EVA,E,,,FDE,5,2,1984,YO,YO21,42,YO212DB_64,FLORENCE,DAISY,EVANS,2,YO212DB,1984-02-05,FLORENCE,,DAISY,,EVANS,,,FLO,F,,,DAI,D,,,EVA,E,,,FDE,5,2,1984,YO,YO21,42,1,EXACT
YO212DB_67,DAISY,LYLA,HOPKINS,2,YO212DB,1985-03-01,DAISY,,LYLA,,HOPKINS,,,DAI,D,,,LYL,L,,,HOP,H,,,DLH,1,3,1985,YO,YO21,41,YO212DB_67,DAISY,LYLA,HOPKINS,2,YO212DB,1985-03-01,DAISY,,LYLA,,HOPKINS,,,DAI,D,,,LYL,L,,,HOP,H,,,DLH,1,3,1985,YO,YO21,41,1,EXACT
YO212DB_7,LENA,DAISY,HOPKINS,2,YO212DB,1987-02-06,LENA,,DAISY,,HOPKINS,,,LEN,L,,,DAI,D,,,HOP,H,,,LDH,6,2,1987,YO,YO21,39,YO212DB_7,LENA,DAISY,HOPKINS,2,YO212DB,1987-02-06,LENA,,DAISY,,HOPKINS,,,LEN,L,,,DAI,D,,,HOP,H,,,LDH,6,2,1987,YO,YO21,39,1,EXACT
YO212DB_8,DYLAN,HARRISON,JAMESON,1,YO212DB,1984-01-05,DYLAN,,HARRISON,,JAMESON,,,DYL,D,,,HAR,H,,,JAM,J,,,DHJ,5,1,1984,YO,YO21,42,YO212DB_8,DYLAN,HARRISON,JAMESON,1,YO212DB,1984-01-05,DYLAN,,HARRISON,,JAMESON,,,DYL,D,,,HAR,H,,,JAM,J,,,DHJ,5,1,1984,YO,YO21,42,1,EXACT
YO212DB_89,THEO,GEORGE,HOPKINS,1,YO212DB,1989-02-07,THEO,,GEORGE,,HOPKINS,,,THE,T,,,GEO,G,,,HOP,H,,,TGH,7,2,1989,YO,YO21,37,YO212DB_89,THEO,GEORGE,HOPKINS,1,YO212DB,1989-02-07,THEO,,GEORGE,,HOPKINS,,,THE,T,,,GEO,G,,,HOP,H,,,TGH,7,2,1989,YO,YO21,37,1,EXACT
YO212DB_93,LYLA,,MURRAY,2,YO212DB,1986-03-04,LYLA,,,,MURRAY,,,LYL,L,,,,,,,MUR,M,,,LM,4,3,1986,YO,YO21,40,YO212DB_93,LYLA,,MURRAY,2,YO212DB,1986-03-04,LYLA,,,,MURRAY,,,LYL,L,,,,,,,MUR,M,,,LM,4,3,1986,YO,YO21,40,1,EXACT
YO212DB_94,MUHAMMAD,,MURRAY,1,YO212DB,1992-02-03,MUHAMMAD,,,,MURRAY,,,MUH,M,,,,,,,MUR,M,,,MM,3,2,1992,YO,YO21,34,YO212DB_94,MUHAMMAD,,MURRAY,1,YO212DB,1992-02-03,MUHAMMAD,,,,MURRAY,,,MUH,M,,,,,,,MUR,M,,,MM,3,2,1992,YO,YO21,34,1,EXACT
YO212DB_96,LENA,MADDISON,MURRAY,2,YO212DB,1983-03-02,LENA,,MADDISON,,MURRAY,,,LEN,L,,,MAD,M,,,MUR,M,,,LMM,2,3,1983,YO,YO21,43,YO212DB_96,LENA,MADDISON,MURRAY,2,YO212DB,1983-03-02,LENA,,MADDISON,,MURRAY,,,LEN,L,,,MAD,M,,,MUR,M,,,LMM,2,3,1983,YO,YO21,43,1,EXACT
YO212DB_99,LYLA,,MURRAY,2,YO212DB,1988-02-06,LYLA,,,,MURRAY,,,LYL,L,,,,,,,MUR,M,,,LM,6,2,1988,YO,YO21,38,YO212DB_99,LYLA,,MURRAY,2,YO212DB,1988-02-06,LYLA,,,,MURRAY,,,LYL,L,,,,,,,MUR,M,,,LM,6,2,1988,YO,YO21,38,1,EXACT
YO212QN_100,MUHAMMAD,CALLUM,HOPKINS,1,YO212QN,1984-02-06,MUHAMMAD,,CALLUM,,HOPKINS,,,MUH,M,,,CAL,C,,,HOP,H,,,MCH,6,2,1984,YO,YO21,42,YO212QN_100,MUHAMMAD,CALLUM,HOPKINS,1,YO212QN,1984-02-06,MUHAMMAD,,CALLUM,,HOPKINS,,,MUH,M,,,CAL,C,,,HOP,H,,,MCH,6,2,1984,YO,YO21,42,1,EXACT
YO212QN_101,HARRISON,GEORGE,ROBINSON,1,YO212QN,1988-01-06,HARRISON,,GEORGE,,ROBINSON,,,HAR,H,,,GEO,G,,,ROB,R,,,HGR,6,1,1988,YO,YO21,38,YO212QN_101,HARRISON,GEORGE,ROBINSON,1,YO212QN,1988-01-06,HARRISON,,GEORGE,,ROBINSON,,,HAR,H,,,GEO,G,,,ROB,R,,,HGR,6,1,1988,YO,YO21,38,1,EXACT
YO212QN_103,MADDISON,DAISY,ROBINSON,2,YO212QN,1989-02-06,MADDISON,,DAISY,,ROBINSON,,,MAD,M,,,DAI,D,,,ROB,R,,,MDR,6,2,1989,YO,YO21,37,YO212QN_103,MADDISON,DAISY,ROBINSON,2,YO212QN,1989-02-06,MADDISON,,DAISY,,ROBINSON,,,MAD,M,,,DAI,D,,,ROB,R,,,MDR,6,2,1989,YO,YO21,37,1,EXACT
YO212QN_106,JEORJE,DYLAN,JAMES,1,YO212QN,1990-02-01,JEORJE,,DYLAN,,JAMES,,,JEO,J,,,DYL,D,,,JAM,J,,,JDJ,1,2,1990,YO,YO21,36,YO212QN_106,JEORJE,DYLAN,JAMES,1,YO212QN,1990-02-01,JEORJE,,DYLAN,,JAMES,,,JEO,J,,,DYL,D,,,JAM,J,,,JDJ,1,2,1990,YO,YO21,36,1,EXACT
YO212QN_11,RILEY,,COLLINS,1,YO212QN,1989-01-03,RILEY,,,,COLLINS,,,RIL,R,,,,,,,COL,C,,,RC,3,1,1989,YO,YO21,37,YO212QN_11,RILEY,,COLLINS,1,YO212QN,1989-01-03,RILEY,,,,COLLINS,,,RIL,R,,,,,,,COL,C,,,RC,3,1,1989,YO,YO21,37,1,EXACT
YO212QN_113,THEA,HOPE,HARRISON,2,YO212QN,1992-03-04,THEA,,HOPE,,HARRISON,,,THE,T,,,HOP,H,,,HAR,H,,,THH,4,3,1992,YO,YO21,34,YO212QN_113,THEA,HOPE,HARRISON,2,YO212QN,1992-03-04,THEA,,HOPE,,HARRISON,,,THE,T,,,HOP,H,,,HAR,H,,,THH,4,3,1992,YO,YO21,34,1,EXACT
YO212QN_117,THEO,CALLUM,EVANS,1,YO212QN,1986-02-02,THEO,,CALLUM,,EVANS,,,THE,T,,,CAL,C,,,EVA,E,,,TCE,2,2,1986,YO,YO21,40,YO212QN_117,THEO,CALLUM,EVANS,1,YO212QN,1986-02-02,THEO,,CALLUM,,EVANS,,,THE,T,,,CAL,C,,,EVA,E,,,TCE,2,2,1986,YO,YO21,40,1,EXACT
YO212QN_118,,CALLUM,ROBINSON,1,YO212QN,1991-01-03,,,CALLUM,,ROBINSON,,,,,,,CAL,C,,,ROB,R,,,CR,3,1,1991,YO,YO21,35,YO212QN_118,,CALLUM,ROBINSON,1,YO212QN,1991-01-03,,,CALLUM,,ROBINSON,,,,,,,CAL,C,,,ROB,R,,,CR,3,1,1991,YO,YO21,35,1,EXACT
YO212QN_122,FLORENCE,THEA,HOPKINS,2,YO212QN,1992-02-03,FLORENCE,,THEA,,HOPKINS,,,FLO,F,,,THE,T,,,HOP,H,,,FTH,3,2,1992,YO,YO21,34,YO212QN_122,FLORENCE,THEA,HOPKINS,2,YO212QN,1992-02-03,FLORENCE,,THEA,,HOPKINS,,,FLO,F,,,THE,T,,,HOP,H,,,FTH,3,2,1992,YO,YO21,34,1,EXACT
YO212QN_124,GEORGE,,ROBINSON,1,YO212QN,1988-01-02,GEORGE,,,,ROBINSON,,,GEO,G,,,,,,,ROB,R,,,GR,2,1,1988,YO,YO21,38,YO212QN_124,GEORGE,,ROBINSON,1,YO212QN,1988-01-02,GEORGE,,,,ROBINSON,,,GEO,G,,,,,,,ROB,R,,,GR,2,1,1988,YO,YO21,38,1,EXACT
YO212QN_125,,LENA,CHAPMAN,2,YO212QN,1989-02-07,,,LENA,,CHAPMAN,,,,,,,LEN,L,,,CHA,C,,,LC,7,2,1989,YO,YO21,37,YO212QN_125,,LENA,CHAPMAN,2,YO212QN,1989-02-07,,,LENA,,CHAPMAN,,,,,,,LEN,L,,,CHA,C,,,LC,7,2,1989,YO,YO21,37,1,EXACT
YO212QN_131,HOLLIE,LENA,HARRISON,2,YO212QN,1985-01-01,HOLLIE,,LENA,,HARRISON,,,HOL,H,,,LEN,L,,,HAR,H,,,HLH,1,1,1985,YO,YO21,41,YO212QN_131,HOLLIE,LENA,HARRISON,2,YO212QN,1985-01-01,HOLLIE,,LENA,,HARRISON,,,HOL,H,,,LEN,L,,,HAR,H,,,HLH,1,1,1985,YO,YO21,41,1,EXACT
YO212QN_17,LENA,THEA,HOPKINS,2,YO212QN,1984-02-03,LENA,,THEA,,HOPKINS,,,LEN,L,,,THE,T,,,HOP,H,,,LTH,3,2,1984,YO,YO21,42,YO212QN_17,LENA,THEA,HOPKINS,2,YO212QN,1984-02-03,LENA,,THEA,,HOPKINS,,,LEN,L,,,THE,T,,,HOP,H,,,LTH,3,2,1984,YO,YO21,42,1,EXACT
YO212QN_19,DYLAN,GEORGE,COLLINS,1,YO212QN,1992-01-01,DYLAN,,GEORGE,,COLLINS,,,DYL,D,,,GEO,G,,,COL,C,,,DGC,1,1,1992,YO,YO21,34,YO212QN_19,DYLAN,GEORGE,COLLINS,1,YO212QN,1992-01-01,DYLAN,,GEORGE,,COLLINS,,,DYL,D,,,GEO,G,,,COL,C,,,DGC,1,1,1992,YO,YO21,34,1,EXACT
YO212QN_24,,DAISY,EVANS,2,YO212QN,1986-02-07,,,DAISY,,EVANS,,,,,,,DAI,D,,,EVA,E,,,DE,7,2,1986,YO,YO21,40,YO212QN_24,,DAISY,EVANS,2,YO212QN,1986-02-07,,,DAISY,,EVANS,,,,,,,DAI,D,,,EVA,E,,,DE,7,2,1986,YO,YO21,40,1,EXACT
YO212QN_29,,CALLUM,HOPKINS,1,YO212QN,1989-02-07,,,CALLUM,,HOPKINS,,,,,,,CAL,C,,,HOP,H,,,CH,7,2,1989,YO,YO21,37,YO212QN_29,,CALLUM,HOPKINS,1,YO212QN,1989-02-07,,,CALLUM,,HOPKINS,,,,,,,CAL,C,,,HOP,H,,,CH,7,2,1989,YO,YO21,37,1,EXACT
YO212QN_31,THEA,DAISY,EVANS,2,YO212QN,1985-03-05,THEA,,DAISY,,EVANS,,,THE,T,,,DAI,D,,,EVA,E,,,TDE,5,3,1985,YO,YO21,41,YO212QN_31,THEA,DAISY,EVANS,2,YO212QN,1985-03-05,THEA,,DAISY,,EVANS,,,THE,T,,,DAI,D,,,EVA,E,,,TDE,5,3,1985,YO,YO21,41,1,EXACT
YO212QN_37,THEA,DAISY,HARRISON,2,YO212QN,1986-01-08,THEA,,DAISY,,HARRISON,,,THE,T,,,DAI,D,,,HAR,H,,,TDH,8,1,1986,YO,YO21,40,YO212QN_37,THEA,DAISY,HARRISON,2,YO212QN,1986-01-08,THEA,,DAISY,,HARRISON,,,THE,T,,,DAI,D,,,HAR,H,,,TDH,8,1,1986,YO,YO21,40,1,EXACT
YO212QN_43,MUHAMMAD,DYLAN,CHAPMAN,1,YO212QN,1992-03-02,MUHAMMAD,,DYLAN,,CHAPMAN,,,MUH,M,,,DYL,D,,,CHA,C,,,MDC,2,3,1992,YO,YO21,34,YO212QN_43,MUHAMMAD,DYLAN,CHAPMAN,1,YO212QN,1992-03-02,MUHAMMAD,,DYLAN,,CHAPMAN,,,MUH,M,,,DYL,D,,,CHA,C,,,MDC,2,3,1992,YO,YO21,34,1,EXACT
YO212QN_47,HOPE,,WALLACE,2,YO212QN,1989-03-04,HOPE,,,,WALLACE,,,HOP,H,,,,,,,WAL,W,,,HW,4,3,1989,YO,YO21,37,YO212QN_47,HOPE,,WALLACE,2,YO212QN,1989-03-04,HOPE,,,,WALLACE,,,HOP,H,,,,,,,WAL,W,,,HW,4,3,1989,YO,YO21,37,1,EXACT
